Day ,Items ,Note ,Amount 
90,Salary Expense,Cash Payment - Salary Expense,24768
90,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 15445,272
90,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 15820,92
90,Rental Expense,Cash Payment - Rental - Detroit,1200
90,Rental Expense,Cash Payment - Rental - Los Angeles,1080
90,Rental Expense,Cash Payment - Rental - New York,2680
90,Rental Expense,Cash Payment - Rental - Miami,1120
90,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
90,Rental Expense,Cash Payment - Rental - San Francisco,2240
89,Human Resource Expense,Attended Training,15000
89,Salary Expense,Cash Payment - Salary Expense,24768
89,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 15626,191
89,Shipping Expense,Cash Payment - Move Stock ID: 12816,21218
89,Rental Expense,Cash Payment - Rental - Detroit,1200
89,Rental Expense,Cash Payment - Rental - Los Angeles,1080
89,Rental Expense,Cash Payment - Rental - New York,2680
89,Rental Expense,Cash Payment - Rental - Miami,1120
89,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
89,Rental Expense,Cash Payment - Rental - San Francisco,2240
88,Salary Expense,Cash Payment - Salary Expense,24768
88,Rental Expense,Cash Payment - Rental - Detroit,1200
88,Rental Expense,Cash Payment - Rental - Los Angeles,1080
88,Rental Expense,Cash Payment - Rental - New York,2680
88,Rental Expense,Cash Payment - Rental - Miami,1120
88,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
88,Rental Expense,Cash Payment - Rental - San Francisco,2240
87,Human Resource Expense,Counselled,2000
87,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
87,Salary Expense,Cash Payment - Salary Expense,24768
87,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 15078,14
87,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 15091,12
87,Rental Expense,Cash Payment - Rental - Detroit,1200
87,Rental Expense,Cash Payment - Rental - Los Angeles,1080
87,Rental Expense,Cash Payment - Rental - New York,2680
87,Rental Expense,Cash Payment - Rental - Miami,1120
87,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
87,Rental Expense,Cash Payment - Rental - San Francisco,2240
86,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
86,Salary Expense,Cash Payment - Salary Expense,24768
86,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 14884,28
86,Shipping Expense,Cash Payment - Move Stock ID: 14492,14324
86,Rental Expense,Cash Payment - Rental - Detroit,1200
86,Rental Expense,Cash Payment - Rental - Los Angeles,1080
86,Rental Expense,Cash Payment - Rental - New York,2680
86,Rental Expense,Cash Payment - Rental - Miami,1120
86,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
86,Rental Expense,Cash Payment - Rental - San Francisco,2240
85,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
85,Salary Expense,Cash Payment - Salary Expense,24768
85,Rental Expense,Cash Payment - Rental - Detroit,1200
85,Rental Expense,Cash Payment - Rental - Los Angeles,1080
85,Rental Expense,Cash Payment - Rental - New York,2680
85,Rental Expense,Cash Payment - Rental - Miami,1120
85,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
85,Rental Expense,Cash Payment - Rental - San Francisco,2240
84,Human Resource Expense,Attended Training,15000
84,Human Resource Expense,Attended Training,15000
84,Human Resource Expense,Attended Training,15000
84,Salary Expense,Cash Payment - Salary Expense,24768
84,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 14698,141
84,Rental Expense,Cash Payment - Rental - Detroit,1200
84,Rental Expense,Cash Payment - Rental - Los Angeles,1080
84,Rental Expense,Cash Payment - Rental - New York,2680
84,Rental Expense,Cash Payment - Rental - Miami,1120
84,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
84,Rental Expense,Cash Payment - Rental - San Francisco,2240
83,Salary Expense,Cash Payment - Salary Expense,25284
83,Interest Expense ,Cash Payment - Interest - For Overdraft,2039
83,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,465
83,Rental Expense,Cash Payment - Rental - Detroit,1200
83,Rental Expense,Cash Payment - Rental - Los Angeles,1080
83,Rental Expense,Cash Payment - Rental - New York,2680
83,Rental Expense,Cash Payment - Rental - Miami,1120
83,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
83,Rental Expense,Cash Payment - Rental - San Francisco,2240
82,Salary Expense,Cash Payment - Salary Expense,25009
82,Interest Expense ,Cash Payment - Interest - For Overdraft,2039
82,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,462
82,Rental Expense,Cash Payment - Rental - Detroit,1200
82,Rental Expense,Cash Payment - Rental - Los Angeles,1080
82,Rental Expense,Cash Payment - Rental - New York,2680
82,Rental Expense,Cash Payment - Rental - Miami,1120
82,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
82,Rental Expense,Cash Payment - Rental - San Francisco,2240
81,Salary Expense,Cash Payment - Salary Expense,24759
81,Shipping Expense,Cash Payment - Move Stock ID: 11302,15701
81,Interest Expense ,Cash Payment - Interest - For Overdraft,2039
81,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,453
81,Rental Expense,Cash Payment - Rental - Detroit,1200
81,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Los Angeles,150
81,Rental Expense,Cash Payment - Rental - Los Angeles,1080
81,Rental Expense,Cash Payment - Rental - New York,2680
81,Rental Expense,Cash Payment - Rental - Miami,1120
81,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
81,Rental Expense,Cash Payment - Rental - San Francisco,2240
80,Salary Expense,Cash Payment - Salary Expense,24059
80,Interest Expense ,Cash Payment - Interest - For Overdraft,2039
80,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,495
80,Rental Expense,Cash Payment - Rental - Detroit,1200
80,Rental Expense,Cash Payment - Rental - Los Angeles,1080
80,Rental Expense,Cash Payment - Rental - New York,2680
80,Rental Expense,Cash Payment - Rental - Miami,1120
80,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
80,Rental Expense,Cash Payment - Rental - San Francisco,2240
79,Human Resource Expense,Attended Training,15000
79,Salary Expense,Cash Payment - Salary Expense,24059
79,Shipping Expense,Cash Payment - Move Stock ID: 13190,11993
79,Interest Expense ,Cash Payment - Interest - For Overdraft,2039
79,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,432
79,Rental Expense,Cash Payment - Rental - Detroit,1200
79,Overflow Expense - Retail,Cash Payment - Overflow Fee  - Los Angeles,240
79,Rental Expense,Cash Payment - Rental - Los Angeles,1080
79,Rental Expense,Cash Payment - Rental - New York,2680
79,Rental Expense,Cash Payment - Rental - Miami,1120
79,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
79,Rental Expense,Cash Payment - Rental - San Francisco,2240
78,Salary Expense,Cash Payment - Salary Expense,24059
78,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 13578,92
78,Interest Expense ,Cash Payment - Interest - For Overdraft,2023
78,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,513
78,Rental Expense,Cash Payment - Rental - Detroit,1200
78,Rental Expense,Cash Payment - Rental - Los Angeles,1080
78,Rental Expense,Cash Payment - Rental - New York,2680
78,Rental Expense,Cash Payment - Rental - Miami,1120
78,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
78,Rental Expense,Cash Payment - Rental - San Francisco,2240
77,Salary Expense,Cash Payment - Salary Expense,24059
77,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 13381,22
77,Shipping Expense,Cash Payment - Move Stock ID: 12809,12925
77,Interest Expense ,Cash Payment - Interest - For Overdraft,3050
77,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,501
77,Rental Expense,Cash Payment - Rental - Detroit,1200
77,Rental Expense,Cash Payment - Rental - Los Angeles,1080
77,Rental Expense,Cash Payment - Rental - New York,2680
77,Rental Expense,Cash Payment - Rental - Miami,1120
77,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
77,Rental Expense,Cash Payment - Rental - San Francisco,2240
76,Human Resource Expense,Attended Training,15000
76,Human Resource Expense,Attended Training,15000
76,Salary Expense,Cash Payment - Salary Expense,24059
76,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 13217,13
76,Interest Expense ,Cash Payment - Interest - For Overdraft,1991
76,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,366
76,Rental Expense,Cash Payment - Rental - Detroit,1200
76,Rental Expense,Cash Payment - Rental - Los Angeles,1080
76,Rental Expense,Cash Payment - Rental - New York,2680
76,Rental Expense,Cash Payment - Rental - Miami,1120
76,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
76,Rental Expense,Cash Payment - Rental - San Francisco,2240
75,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
75,Salary Expense,Cash Payment - Salary Expense,24059
75,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 12823,11
75,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 12990,10
75,Interest Expense ,Cash Payment - Interest - For Overdraft,1991
75,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,363
75,Rental Expense,Cash Payment - Rental - Detroit,1200
75,Rental Expense,Cash Payment - Rental - Los Angeles,1080
75,Rental Expense,Cash Payment - Rental - New York,2680
75,Rental Expense,Cash Payment - Rental - Miami,1120
75,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
75,Rental Expense,Cash Payment - Rental - San Francisco,2240
74,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
74,Salary Expense,Cash Payment - Salary Expense,24059
74,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 12802,253
74,Shipping Expense,Cash Payment - Move Stock ID: 11140,24736
74,Interest Expense ,Cash Payment - Interest - For Overdraft,1991
74,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,372
74,Rental Expense,Cash Payment - Rental - Detroit,1200
74,Rental Expense,Cash Payment - Rental - Los Angeles,1080
74,Rental Expense,Cash Payment - Rental - New York,2680
74,Rental Expense,Cash Payment - Rental - Miami,1120
74,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
74,Rental Expense,Cash Payment - Rental - San Francisco,2240
73,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
73,Salary Expense,Cash Payment - Salary Expense,24059
73,Shipping Expense,Cash Payment - Move Stock ID: 9883,29208
73,Interest Expense ,Cash Payment - Interest - For Overdraft,1926
73,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,402
73,Rental Expense,Cash Payment - Rental - Detroit,1200
73,Rental Expense,Cash Payment - Rental - Los Angeles,1080
73,Rental Expense,Cash Payment - Rental - New York,2680
73,Rental Expense,Cash Payment - Rental - Miami,1120
73,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
73,Rental Expense,Cash Payment - Rental - San Francisco,2240
72,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
72,Salary Expense,Cash Payment - Salary Expense,23806
72,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 12440,204
72,Interest Expense ,Cash Payment - Interest - For Overdraft,1798
72,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,468
72,Rental Expense,Cash Payment - Rental - Detroit,1200
72,Rental Expense,Cash Payment - Rental - Los Angeles,1080
72,Rental Expense,Cash Payment - Rental - New York,2680
72,Rental Expense,Cash Payment - Rental - Miami,1120
72,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
72,Rental Expense,Cash Payment - Rental - San Francisco,2240
71,Human Resource Expense,Attended Training,15000
71,Human Resource Expense,Counselled,2000
71,Human Resource Expense,Attended Training,15000
71,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
71,Salary Expense,Cash Payment - Salary Expense,23576
71,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 12229,222
71,Interest Expense ,Cash Payment - Interest - For Overdraft,1798
71,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,432
71,Rental Expense,Cash Payment - Rental - Detroit,1200
71,Rental Expense,Cash Payment - Rental - Los Angeles,1080
71,Rental Expense,Cash Payment - Rental - New York,2680
71,Rental Expense,Cash Payment - Rental - Miami,1120
71,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
71,Rental Expense,Cash Payment - Rental - San Francisco,2240
70,Salary Expense,Cash Payment - Salary Expense,22932
70,Interest Expense ,Cash Payment - Interest - For Overdraft,1798
70,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,405
70,Rental Expense,Cash Payment - Rental - Detroit,1200
70,Rental Expense,Cash Payment - Rental - Los Angeles,1080
70,Rental Expense,Cash Payment - Rental - New York,2680
70,Rental Expense,Cash Payment - Rental - Miami,1120
70,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
70,Rental Expense,Cash Payment - Rental - San Francisco,2240
69,Salary Expense,Cash Payment - Salary Expense,22932
69,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 11856,10
69,Interest Expense ,Cash Payment - Interest - For Overdraft,1798
69,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,378
69,Rental Expense,Cash Payment - Rental - Detroit,1200
69,Rental Expense,Cash Payment - Rental - Los Angeles,1080
69,Rental Expense,Cash Payment - Rental - New York,2680
69,Rental Expense,Cash Payment - Rental - Miami,1120
69,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
69,Rental Expense,Cash Payment - Rental - San Francisco,2240
68,Salary Expense,Cash Payment - Salary Expense,22932
68,Interest Expense ,Cash Payment - Interest - For Overdraft,1541
68,Overflow Expense - Warehouse,Cash Payment - Overflow Fee - Detroit,33
68,Rental Expense,Cash Payment - Rental - Detroit,1200
68,Rental Expense,Cash Payment - Rental - Los Angeles,1080
68,Rental Expense,Cash Payment - Rental - New York,2680
68,Rental Expense,Cash Payment - Rental - Miami,1120
68,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
68,Rental Expense,Cash Payment - Rental - San Francisco,2240
67,Salary Expense,Cash Payment - Salary Expense,22932
67,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 10773,26
67,Interest Expense ,Cash Payment - Interest - For Overdraft,1541
67,Rental Expense,Cash Payment - Rental - Detroit,1200
67,Rental Expense,Cash Payment - Rental - Los Angeles,1080
67,Rental Expense,Cash Payment - Rental - New York,2680
67,Rental Expense,Cash Payment - Rental - Miami,1120
67,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
67,Rental Expense,Cash Payment - Rental - San Francisco,2240
66,Salary Expense,Cash Payment - Salary Expense,22932
66,Interest Expense ,Cash Payment - Interest - For Overdraft,1541
66,Rental Expense,Cash Payment - Rental - Detroit,1200
66,Rental Expense,Cash Payment - Rental - Los Angeles,1080
66,Rental Expense,Cash Payment - Rental - New York,2680
66,Rental Expense,Cash Payment - Rental - Miami,1120
66,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
66,Rental Expense,Cash Payment - Rental - San Francisco,2240
65,Salary Expense,Cash Payment - Salary Expense,22932
65,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 11116,10
65,Interest Expense ,Cash Payment - Interest - For Overdraft,1027
65,Rental Expense,Cash Payment - Rental - Detroit,1200
65,Rental Expense,Cash Payment - Rental - Los Angeles,1080
65,Rental Expense,Cash Payment - Rental - New York,2680
65,Rental Expense,Cash Payment - Rental - Miami,1120
65,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
65,Rental Expense,Cash Payment - Rental - San Francisco,2240
64,Human Resource Expense,Attended Training,15000
64,Salary Expense,Cash Payment - Salary Expense,22932
64,Shipping Expense,Cash Payment - Move Stock ID: 8185,37436
64,Interest Expense ,Cash Payment - Interest - For Overdraft,1027
64,Rental Expense,Cash Payment - Rental - Detroit,1200
64,Rental Expense,Cash Payment - Rental - Los Angeles,1080
64,Rental Expense,Cash Payment - Rental - New York,2680
64,Rental Expense,Cash Payment - Rental - Miami,1120
64,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
64,Rental Expense,Cash Payment - Rental - San Francisco,2240
63,Human Resource Expense,Staff Dismiss,1000
63,Human Resource Expense,Staff Dismiss,1000
63,Human Resource Expense,Staff Dismiss,1000
63,Salary Expense,Cash Payment - Salary Expense,22932
63,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 10601,6
63,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 10761,38
63,Interest Expense ,Cash Payment - Interest - For Overdraft,1027
63,Rental Expense,Cash Payment - Rental - Detroit,1200
63,Rental Expense,Cash Payment - Rental - Los Angeles,1080
63,Rental Expense,Cash Payment - Rental - New York,2680
63,Rental Expense,Cash Payment - Rental - Miami,1120
63,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
63,Rental Expense,Cash Payment - Rental - San Francisco,2240
62,Human Resource Expense,Attended Training,15000
62,Human Resource Expense,Attended Training,15000
62,Salary Expense,Cash Payment - Salary Expense,22690
62,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 10060,35
62,Interest Expense ,Cash Payment - Interest - For Overdraft,1027
62,Depreciation Expense,Non-Cash Expense - Depreciation,5000
62,Rental Expense,Cash Payment - Rental - Detroit,1200
62,Rental Expense,Cash Payment - Rental - Los Angeles,1080
62,Rental Expense,Cash Payment - Rental - New York,2680
62,Rental Expense,Cash Payment - Rental - Miami,1120
62,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
62,Rental Expense,Cash Payment - Rental - San Francisco,2240
61,Salary Expense,Cash Payment - Salary Expense,23808
61,Depreciation Expense,Non-Cash Expense - Depreciation,5000
61,Rental Expense,Cash Payment - Rental - Detroit,1200
61,Rental Expense,Cash Payment - Rental - Los Angeles,1080
61,Rental Expense,Cash Payment - Rental - Chicago,1600
61,Rental Expense,Cash Payment - Rental - New York,2680
61,Rental Expense,Cash Payment - Rental - Miami,1120
61,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
61,Rental Expense,Cash Payment - Rental - San Francisco,2240
60,Salary Expense,Cash Payment - Salary Expense,23192
60,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 10248,7
60,Depreciation Expense,Non-Cash Expense - Depreciation,5000
60,Rental Expense,Cash Payment - Rental - Detroit,1200
60,Rental Expense,Cash Payment - Rental - Los Angeles,1080
60,Rental Expense,Cash Payment - Rental - Chicago,1600
60,Rental Expense,Cash Payment - Rental - New York,2680
60,Rental Expense,Cash Payment - Rental - Miami,1120
60,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
60,Rental Expense,Cash Payment - Rental - San Francisco,2240
59,Human Resource Expense,Counselled,2000
59,Human Resource Expense,Attended Training,15000
59,Salary Expense,Cash Payment - Salary Expense,23192
59,Interest Expense ,Cash Payment - Interest - For Overdraft,1027
59,Depreciation Expense,Non-Cash Expense - Depreciation,5000
59,Rental Expense,Cash Payment - Rental - Detroit,1200
59,Rental Expense,Cash Payment - Rental - Los Angeles,1080
59,Rental Expense,Cash Payment - Rental - Chicago,1600
59,Rental Expense,Cash Payment - Rental - New York,2680
59,Rental Expense,Cash Payment - Rental - Miami,1120
59,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
59,Rental Expense,Cash Payment - Rental - San Francisco,2240
58,Human Resource Expense,Attended Training,15000
58,Salary Expense,Cash Payment - Salary Expense,23192
58,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 9704,39
58,Interest Expense ,Cash Payment - Interest - For Overdraft,1027
58,Depreciation Expense,Non-Cash Expense - Depreciation,5000
58,Rental Expense,Cash Payment - Rental - Detroit,1200
58,Rental Expense,Cash Payment - Rental - Los Angeles,1080
58,Rental Expense,Cash Payment - Rental - Chicago,1600
58,Rental Expense,Cash Payment - Rental - New York,2680
58,Rental Expense,Cash Payment - Rental - Miami,1120
58,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
58,Rental Expense,Cash Payment - Rental - San Francisco,2240
57,Salary Expense,Cash Payment - Salary Expense,23192
57,Depreciation Expense,Non-Cash Expense - Depreciation,5000
57,Rental Expense,Cash Payment - Rental - Detroit,1200
57,Rental Expense,Cash Payment - Rental - Los Angeles,1080
57,Rental Expense,Cash Payment - Rental - Chicago,1600
57,Rental Expense,Cash Payment - Rental - New York,2680
57,Rental Expense,Cash Payment - Rental - Miami,1120
57,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
57,Rental Expense,Cash Payment - Rental - San Francisco,2240
56,Human Resource Expense,Counselled,2000
56,Human Resource Expense,Counselled,2000
56,Salary Expense,Cash Payment - Salary Expense,23192
56,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 8951,56
56,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 8985,31
56,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 9514,7
56,Interest Expense ,Cash Payment - Interest - For Overdraft,1397
56,Depreciation Expense,Non-Cash Expense - Depreciation,5000
56,Rental Expense,Cash Payment - Rental - Detroit,1200
56,Rental Expense,Cash Payment - Rental - Los Angeles,1080
56,Rental Expense,Cash Payment - Rental - Chicago,1600
56,Rental Expense,Cash Payment - Rental - New York,2680
56,Rental Expense,Cash Payment - Rental - Miami,1120
56,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
56,Rental Expense,Cash Payment - Rental - San Francisco,2240
55,Salary Expense,Cash Payment - Salary Expense,23192
55,Interest Expense ,Cash Payment - Interest - For Overdraft,1397
55,Depreciation Expense,Non-Cash Expense - Depreciation,5000
55,Rental Expense,Cash Payment - Rental - Detroit,1200
55,Rental Expense,Cash Payment - Rental - Los Angeles,1080
55,Rental Expense,Cash Payment - Rental - Chicago,1600
55,Rental Expense,Cash Payment - Rental - New York,2680
55,Rental Expense,Cash Payment - Rental - Miami,1120
55,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
55,Rental Expense,Cash Payment - Rental - San Francisco,2240
54,Salary Expense,Cash Payment - Salary Expense,23192
54,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 9153,3
54,Interest Expense ,Cash Payment - Interest - For Overdraft,1397
54,Depreciation Expense,Non-Cash Expense - Depreciation,5000
54,Rental Expense,Cash Payment - Rental - Detroit,1200
54,Rental Expense,Cash Payment - Rental - Los Angeles,1080
54,Rental Expense,Cash Payment - Rental - Chicago,1600
54,Rental Expense,Cash Payment - Rental - New York,2680
54,Rental Expense,Cash Payment - Rental - Miami,1120
54,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
54,Rental Expense,Cash Payment - Rental - San Francisco,2240
53,Salary Expense,Cash Payment - Salary Expense,23192
53,Shipping Expense,Cash Payment - Move Stock ID: 8396,6858
53,Shipping Expense,Cash Payment - Move Stock ID: 8970,23094
53,Interest Expense ,Cash Payment - Interest - For Overdraft,1397
53,Depreciation Expense,Non-Cash Expense - Depreciation,5000
53,Rental Expense,Cash Payment - Rental - Detroit,1200
53,Rental Expense,Cash Payment - Rental - Los Angeles,1080
53,Rental Expense,Cash Payment - Rental - Chicago,1600
53,Rental Expense,Cash Payment - Rental - New York,2680
53,Rental Expense,Cash Payment - Rental - Miami,1120
53,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
53,Rental Expense,Cash Payment - Rental - San Francisco,2240
52,Human Resource Expense,Attended Training,15000
52,Salary Expense,Cash Payment - Salary Expense,22961
52,Shipping Expense,Cash Payment - Move Stock ID: 8772,15993
52,Interest Expense ,Cash Payment - Interest - For Overdraft,1397
52,Depreciation Expense,Non-Cash Expense - Depreciation,5000
52,Rental Expense,Cash Payment - Rental - Detroit,1200
52,Rental Expense,Cash Payment - Rental - Los Angeles,1080
52,Rental Expense,Cash Payment - Rental - Chicago,1600
52,Rental Expense,Cash Payment - Rental - New York,2680
52,Rental Expense,Cash Payment - Rental - Miami,1120
52,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
52,Rental Expense,Cash Payment - Rental - San Francisco,2240
51,Salary Expense,Cash Payment - Salary Expense,22688
51,Interest Expense ,Cash Payment - Interest - For Overdraft,1397
51,Depreciation Expense,Non-Cash Expense - Depreciation,5000
51,Rental Expense,Cash Payment - Rental - Detroit,1200
51,Rental Expense,Cash Payment - Rental - Los Angeles,1080
51,Rental Expense,Cash Payment - Rental - Chicago,1600
51,Rental Expense,Cash Payment - Rental - New York,2680
51,Rental Expense,Cash Payment - Rental - Miami,1120
51,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
51,Rental Expense,Cash Payment - Rental - San Francisco,2240
50,Human Resource Expense,Counselled,2000
50,Human Resource Expense,Counselled,2000
50,Salary Expense,Cash Payment - Salary Expense,22100
50,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 8207,279
50,Interest Expense ,Cash Payment - Interest - For Overdraft,1397
50,Depreciation Expense,Non-Cash Expense - Depreciation,5000
50,Rental Expense,Cash Payment - Rental - Detroit,1200
50,Rental Expense,Cash Payment - Rental - Los Angeles,1080
50,Rental Expense,Cash Payment - Rental - Chicago,1600
50,Rental Expense,Cash Payment - Rental - New York,2680
50,Rental Expense,Cash Payment - Rental - Miami,1120
50,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
50,Rental Expense,Cash Payment - Rental - San Francisco,2240
49,Salary Expense,Cash Payment - Salary Expense,22100
49,Interest Expense ,Cash Payment - Interest - For Overdraft,1397
49,Depreciation Expense,Non-Cash Expense - Depreciation,5000
49,Rental Expense,Cash Payment - Rental - Detroit,1200
49,Rental Expense,Cash Payment - Rental - Los Angeles,1080
49,Rental Expense,Cash Payment - Rental - Chicago,1600
49,Rental Expense,Cash Payment - Rental - New York,2680
49,Rental Expense,Cash Payment - Rental - Miami,1120
49,Rental Expense,"Cash Payment - Rental - Washington, D.C.",2440
49,Rental Expense,Cash Payment - Rental - San Francisco,2240
48,Marketing Expense,Cash Payment - Marketing Report Subscription,20000
48,Salary Expense,Cash Payment - Salary Expense,22100
48,Shipping Expense,Cash Payment - Shipping Expense - WEB SO : 8017,189
48,Shipping Expense,Cash Payment - Move Stock ID: 7501,15023
